as,org_name,country,category,sub_category
140399,PT Parsaoran Global Datatrans,ID,Computer and Information Technology,Internet Service Provider (ISP)
140400,Universitas Muhammadiyah Jakarta,ID,Education and Research,"Colleges, Universities, and Professional Schools"
140401,PT Proxi Jaringan Nusantara,ID,"Retail Stores, Wholesale, and E-commerce Sites",
140402,PT. ALGA JAYA SOLUSI,ID,Service,"Law, Business, and Consulting Services"
140403,PT. Graha Fatta,ID,"Retail Stores, Wholesale, and E-commerce Sites",
140404,PT TERABYTE INDONESIA,ID,Service,"Law, Business, and Consulting Services"
140405,PT. Cybertechtonic Pratama,ID,Computer and Information Technology,Hosting and Cloud Provider
140406,Pemerintah Kabupaten Bolaang Mongondow,ID,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140407,KitaNet,ID,Computer and Information Technology,Internet Service Provider (ISP)
140408,PT ARJUNA DEWATA TELEMEDIA,ID,Other,
140409,PT Berlian Sistem Informasi,ID,Computer and Information Technology,Software Development
140410,Politeknik Negeri Lampung,ID,Education and Research,"Colleges, Universities, and Professional Schools"
140411,UNIVERSITAS PARAMADINA,ID,Education and Research,"Colleges, Universities, and Professional Schools"
140412,PT Muliamas International,ID,Other,
140413,PT. GAYUH MEDIA INFORMATIKA,ID,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
140414,Pengadilan Tinggi Agama Jawa Barat,ID,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
140415,PT JASAMARGA TOLLROAD OPERATOR,ID,"Freight, Shipment, and Postal Services",Other
140416,PT TRANS TELEKOMUNIKASI INDONESIA,ID,Computer and Information Technology,
140417,PT Indotechno Digital Komputasi,ID,Other,
140418,PT Yetoya Solusi Indonesia,ID,Education and Research,Research and Development Organizations
140419,PT Yetoya Solusi Indonesia,ID,Finance and Insurance,Insurance Carriers and Agencies
140420,PT Yetoya Solusi Indonesia,ID,Education and Research,Other
140421,PT APLIKA DATA NUSANTARA,ID,Other,
140422,PT. Sintesa Kreasi Yudha,ID,Manufacturing,Chemical and Pharmaceutical Manufacturing
140423,PT Chandra Media Nusantara,ID,Computer and Information Technology,Internet Service Provider (ISP)
140424,DINAS KOMUNIKASI INFORMATIKA STATISTIK DAN PERSANDIAN PROVINSI SULAWESI SELATAN,ID,Other,
140425,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN DEMAK,ID,Other,
140426,Pemerintah Kabupaten Klungkung,ID,Other,
140427,PT Perkebunan Nusantara IV (PTPN IV),ID,Manufacturing,"Food, Beverage, and Tobacco"
140428,PT Pancaran Samudera Transport,ID,"Freight, Shipment, and Postal Services",Other
140429,PT. MEDIA DISTRIBUSI PRIMA,ID,Other,
140430,PT Zoom Infotek Telesindo,ID,"Retail Stores, Wholesale, and E-commerce Sites",
140431,Dinas Komunikasi dan Informatika Kabupaten Wonogiri,ID,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140432,CV SOFTNET PRATAMA,ID,Other,
140433,PT. Colo Media Netindo,ID,Other,
140434,PT PERUSAHAAN GAS NEGARA,ID,Service,"Law, Business, and Consulting Services"
140435,CV. E-Smart B,ID,Other,
140436,DINAS KOMUNIKASI DAN INFORMATIKA PEMERINTAH KOTA TANJUNGBALAI,ID,Other,
140437,PT MEDIA MANAKARRA NET,ID,Other,
140438,PT Inovasi Global Mumpuni,ID,Construction and Real Estate,Buildings (Residential or Commercial)
140439,Badan Pendapatan Daerah Provinsi Jawa Barat,ID,Other,
140440,PT Centra Telesindo Multimedia,ID,Computer and Information Technology,Technology Consulting Services
140441,PT. JAYA LINTAS INDONESIA,ID,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
140442,PT Nusantara Teknologi Semesta,ID,"Retail Stores, Wholesale, and E-commerce Sites",Other
140443,PT Herza Digital Indonesia,ID,Computer and Information Technology,Internet Service Provider (ISP)
140444,Universitas Binawan,ID,Education and Research,"Colleges, Universities, and Professional Schools"
140445,PT Satu Nusa Bangsa,ID,Education and Research,Elementary and Secondary Schools
140446,PT Kingpolah Network Solutions,ID,Computer and Information Technology,
140447,PT Data Nusantara Adhikarya,ID,"Retail Stores, Wholesale, and E-commerce Sites",
140448,PT Acces Prima Nusantara,ID,Other,
140449,PT Media Cloud Indonesia,ID,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
140450,Yayasan Alam Jaya Sakti,ID,Computer and Information Technology,Internet Service Provider (ISP)
140451,DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK KOTA DENPASAR,ID,Other,
140452,PT Jaya Media Expres,ID,Other,
140453,PT Cirebon Energi Prasarana,ID,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140454,PT Pop Net Indonesia,ID,Computer and Information Technology,Technology Consulting Services
140455,Dinas Komunikasi dan Informatika Kota Samarinda,ID,Computer and Information Technology,Software Development
140456,PT Era Awan Digital,ID,Other,
140457,PT Ikhlas Cipta Teknologi,ID,Computer and Information Technology,Internet Service Provider (ISP)
140458,Dinas Komunikasi Informatika Statistik dan Persandian Kota Palangka Raya,ID,Other,
140459,PT Mikrotik Indonesia Streaky,ID,"Retail Stores, Wholesale, and E-commerce Sites",
140460,PT Nitnet Media Teknologi,ID,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140461,PT Sky Network Solution,ID,Computer and Information Technology,
140462,PT Mandala Desa Warnana,ID,"Retail Stores, Wholesale, and E-commerce Sites",Other
140463,Sekolah Tinggi Teknologi Kedirgantaraan Yogyakarta,ID,Education and Research,"Colleges, Universities, and Professional Schools"
140464,PT Widara Media Informasi,ID,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
140465,PT Andalas Global Network,ID,Computer and Information Technology,Internet Service Provider (ISP)
140466,PT Jaringan Sarana Nusantara,ID,"Retail Stores, Wholesale, and E-commerce Sites",
140467,PT Kreatif Global Solusindo,ID,Computer and Information Technology,
140468,PT Asia Teknologi Nusantara,ID,Computer and Information Technology,Technology Consulting Services
140469,PT Wahyu Adidaya Network,ID,Computer and Information Technology,Internet Service Provider (ISP)
140470,PT Andalan Dinamika Informatika,ID,Computer and Information Technology,
140471,Lembaga Manajemen Aset Negara,ID,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140472,PT Dinamika Karya Adicita,ID,Other,
140473,PT Armico Inti Medika,ID,"Retail Stores, Wholesale, and E-commerce Sites",Other
140474,PT Difio Persada Sejahtera,ID,Education and Research,"Colleges, Universities, and Professional Schools"
140475,PT Citra Celebas Multimedia,ID,"Retail Stores, Wholesale, and E-commerce Sites",
140476,PT Ardi Jaya Solusindo,ID,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140477,PT Media Infrastruktur Teknik,ID,Other,
140478,PT Hijrah Muara Sintesis,ID,Other,
140479,PT Inditech Global Network,ID,Other,
140480,Institut Teknologi Kalimantan,ID,Education and Research,"Colleges, Universities, and Professional Schools"
140481,PT Tonggak Teknologi Netikom,ID,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
140482,IdeaNet,ID,Service,"Law, Business, and Consulting Services"
140483,China Telecom,CN,Computer and Information Technology,
140484,China Telecom,CN,Computer and Information Technology,
140485,China Telecom,CN,Computer and Information Technology,
140486,China Telecom,CN,Computer and Information Technology,
140487,China Telecom,CN,Computer and Information Technology,
140488,China Telecom,CN,Computer and Information Technology,
140489,China Telecom,CN,Computer and Information Technology,
140490,China Telecom,CN,Computer and Information Technology,
140491,China Telecom,CN,Computer and Information Technology,
140492,China Telecom,CN,Computer and Information Technology,
140493,China Telecom,CN,Computer and Information Technology,
140494,China Telecom,CN,Computer and Information Technology,
140495,China Telecom,CN,Computer and Information Technology,
140496,China Telecom,CN,Computer and Information Technology,
140497,China Telecom,CN,Computer and Information Technology,
140498,RCold Network,CN,Manufacturing,Machinery
140499,Khan Telecommunications PVT LTD,PK,Computer and Information Technology,Internet Service Provider (ISP)
140500,"Henan Anyun Network Technology Co., Ltd.",CN,Computer and Information Technology,Hosting and Cloud Provider
140501,Itiviti Japan K.K.,JP,Finance and Insurance,
140502,Bahanno,BD,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
140503,Pegasystems Pty Ltd.,AU,Computer and Information Technology,
140504,Digicel Nauru Corporation,NR,Computer and Information Technology,Internet Service Provider (ISP)
140505,Ripple Networks,AU,Computer and Information Technology,
140506,ZR Global Network,CN,Education and Research,
140507,Sibasa Holdings Ltd.,VG,Service,"Law, Business, and Consulting Services"
140508,China Telecom,CN,Computer and Information Technology,
140509,China Telecom,CN,Computer and Information Technology,
140510,China Telecom,CN,Computer and Information Technology,
140511,China Telecom,CN,Computer and Information Technology,
140512,China Telecom,CN,Computer and Information Technology,
140513,China Telecom,CN,Computer and Information Technology,
140514,China Telecom,CN,Computer and Information Technology,
140515,China Telecom,CN,Computer and Information Technology,
140516,China Telecom,CN,Computer and Information Technology,
140517,China Telecom,CN,Computer and Information Technology,
140518,China Telecom,CN,Computer and Information Technology,
140519,China Telecom,CN,Computer and Information Technology,
140520,China Telecom,CN,Computer and Information Technology,
140521,China Telecom,CN,Computer and Information Technology,
140522,China Telecom,CN,Computer and Information Technology,
140523,Manikgonj Network,BD,Manufacturing,Clothing and Textiles
140524,People N Tech Limited,BD,"Retail Stores, Wholesale, and E-commerce Sites",Other
140525,HONG KONG SDG TECHNOLOGY LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
140526,The Bank of Khyber,PK,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
140527,China Telecom,CN,Computer and Information Technology,
140528,China Telecom,CN,Computer and Information Technology,
140529,China Telecom,CN,Computer and Information Technology,
140530,China Telecom,CN,Computer and Information Technology,
140531,China Telecom,CN,Computer and Information Technology,
140532,China Telecom,CN,Computer and Information Technology,
140533,China Telecom,CN,Computer and Information Technology,
140534,China Telecom,CN,Computer and Information Technology,
140535,China Telecom,CN,Computer and Information Technology,
140536,China Telecom,CN,Computer and Information Technology,
140537,China Telecom,CN,Computer and Information Technology,
140538,China Telecom,CN,Computer and Information Technology,
140539,Mirpur DOHS Digital Network,BD,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
140540,HINDUJA GLOBAL SOLUTIONS LTD,IN,Computer and Information Technology,Hosting and Cloud Provider
140541,Optima,BD,Computer and Information Technology,
140542,"CCT Technologies Co., Limited",HK,Service,"Law, Business, and Consulting Services"
140543,"ReadyDedis, LLC",US,Computer and Information Technology,
140544,INNOVATIVE TECHNOLOGY & ENGINEERING,BD,Other,
140545,Pathcom Technologies Pvt Ltd,IN,Computer and Information Technology,
140546,United Enterprises & CO Ltd.,BD,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
140547,"Hong Kong Cloud Union Information Technology Co., Ltd.",HK,Other,
140548,Reserve Bank of New Zealand,NZ,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
140549,SHIFT DATA SERVICES INC,PH,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
140550,MEDLAB PATHOLOGY PTY LTD,AU,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
140551,HGC Global Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
140552,Co-operative Bank Public Company Limited,MM,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
140553,China Telecom,CN,Computer and Information Technology,
140554,China Telecom,CN,Computer and Information Technology,
140555,China Telecom,CN,Computer and Information Technology,
140556,China Telecom,CN,Computer and Information Technology,
140557,China Telecom,CN,Computer and Information Technology,
140558,China Telecom,CN,Computer and Information Technology,
140559,China Telecom,CN,Computer and Information Technology,
140560,China Telecom,CN,Computer and Information Technology,
140561,China Telecom,CN,Computer and Information Technology,
140562,China Telecom,CN,Computer and Information Technology,
140563,China Telecom,CN,Computer and Information Technology,
140564,China Telecom,CN,Computer and Information Technology,
140565,China Telecom,CN,Computer and Information Technology,
140566,China Telecom,CN,Computer and Information Technology,
140567,China Telecom,CN,Computer and Information Technology,
140568,China Telecom,CN,Computer and Information Technology,
140569,China Telecom,CN,Computer and Information Technology,
140570,Hong Kong Beecloud System Technology Services Limited,HK,Computer and Information Technology,
140571,Yotta Byte (Pvt.) Ltd,PK,Computer and Information Technology,
140573,XTT ELECTRONIC LIMITED,HK,Computer and Information Technology,Hosting and Cloud Provider
140574,LINKSTACK SOLUTION PRIVATE LIMITED,IN,Computer and Information Technology,
140575,National Statistical Office,TH,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140576,VPSBlocks Pty Ltd,AU,Computer and Information Technology,Software Development
140577,Ahrefs Pte Ltd,SG,Computer and Information Technology,Internet Service Provider (ISP)
140578,BNP Paribas,SG,Finance and Insurance,
140579,Netbiz Broadband (Pvt) Ltd,PK,Computer and Information Technology,Internet Service Provider (ISP)
140580,PRISAC AVIATION TECHNOLOGIES PRIVATE LIMITED,IN,Manufacturing,Machinery
140581,Aqura Technologies,AU,Computer and Information Technology,
140582,"Guangzhou shunhang information technology co., LTD",CN,Computer and Information Technology,
140583,OPTITEL PTY LTD,AU,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
140584,Morgan Stanley Asia Limited,HK,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
140585,Fiber Net,BD,Computer and Information Technology,
140586,Velo Technologies SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
140587,Western Health,AU,Community Groups and Nonprofits,Other
140588,Mobile Force Software (M) SDN BHD,MY,Other,
140589,"Leapswitch Networks, Inc",US,Computer and Information Technology,
140590,DGT Services Singapore PTE Ltd.,SG,Finance and Insurance,
140591,"HK TESUCH GLOBAL CO., LIMITED",HK,Other,
140592,GOVERNMENT TECHNOLOGY AGENCY,SG,Computer and Information Technology,
140593,ULAP Networks Inc.,PH,Computer and Information Technology,
140594,New Pakistan Cable Network (Firm),PK,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
140595,YunJie Communication HK Company Limited,HK,Computer and Information Technology,
140596,"SHENZHEN TUTENG NETWORK CO.,LTD",CN,Computer and Information Technology,
140597,Primewan Limited,HK,Computer and Information Technology,
140598,Wi-Sky Queensland Pty Ltd,AU,Other,
140599,COMFAC CORPORATION,PH,Computer and Information Technology,
140600,M/S. NET ZONE,BD,,
140601,POWERSCHOOL INDIA PRIVATE LIMITED,IN,Computer and Information Technology,Software Development
140602,Enable Services Limited,NZ,Computer and Information Technology,
140603,CEA Technologies PTY LTD,AU,Manufacturing,Electronics and Computer Components
140604,BroadLink Networks and Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
140605,ShareInvestor Pte Ltd,SG,Finance and Insurance,Other
140606,Quad Technology and Infotech Limited,BD,Other,
140607,Sign In (PVT) LTD,PK,Computer and Information Technology,Internet Service Provider (ISP)
140608,SMART MULTIMEDIA (PRIVATE) LIMITED,PK,"Retail Stores, Wholesale, and E-commerce Sites",Other
140609,CLARKE TECHNOLOGY,AU,Computer and Information Technology,
140610,Bayer (South East Asia) Pte Ltd,SG,Health Care Services,
140611,RED ONLINE,BD,Computer and Information Technology,
140612,DESH COMMUNICATIONS,BD,Computer and Information Technology,Internet Service Provider (ISP)
140613,Tasmanian Water and Sewerage Corporation Pty Ltd,AU,Utilities (Excluding Internet Service),Water Supply and Irrigation
140614,"ASIA-ISP CO., LIMITED",HK,Other,
140615,Hong Leong Bank Berhad,MY,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
140616,ZN IT Solution,BD,Computer and Information Technology,Internet Service Provider (ISP)
140617,THAN PHYO THU MINING COMPANY LIMITED,MM,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
140618,Office of Info.Tech. Admin. for Educational Development,TH,Education and Research,"Colleges, Universities, and Professional Schools"
140619,JSLINK INTERNATIONAL CORPORATION,PH,Manufacturing,Clothing and Textiles
140620,ADV Technical Consulting,AU,Computer and Information Technology,Internet Service Provider (ISP)
140621,KFIN TECHNOLOGIES PRIVATE LIMITED,IN,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
140622,NHVR,AU,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140623,The Scots College,AU,Education and Research,"Colleges, Universities, and Professional Schools"
140624,New Digital Cable Network Internet,BD,Computer and Information Technology,Internet Service Provider (ISP)
140625,Excel Commerce Solutions Sdn. Bhd.,MY,Computer and Information Technology,
140626,Kaliganj Online Service,BD,"Freight, Shipment, and Postal Services",Other
140627,ONEQODE ASSETS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
140628,Darwin Innovation Hub,AU,Other,
140629,ANZENNA SOLUTIONS PTE LTD,SG,Computer and Information Technology,
140630,JSLINK INTERNATIONAL CORPORATION,PH,Computer and Information Technology,Internet Service Provider (ISP)
140631,Global Digital Management Solutions Co Ltd,LA,"Retail Stores, Wholesale, and E-commerce Sites",
140632,NET SATELLITE,BD,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
140633,BILIBILI HK LIMITED,HK,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
140634,CodecCloud (HK) Limited,HK,Education and Research,
140635,"3C Link Technology Sole Co., Ltd.",LA,Computer and Information Technology,Internet Service Provider (ISP)
140636,China Telecom,CN,Computer and Information Technology,
140637,Macquarie Corporate Telecommunications,AU,Computer and Information Technology,Internet Service Provider (ISP)
140638,China Telecom,CN,Computer and Information Technology,
140639,Pymble Ladies' College,AU,Education and Research,"Colleges, Universities, and Professional Schools"
140640,INTERPACKET NETWORKS,AU,Computer and Information Technology,Internet Service Provider (ISP)
140641,YOTTA NETWORK SERVICES PRIVATE LIMITED,IN,Computer and Information Technology,
140642,Wasabi Technologies Inc.,US,Computer and Information Technology,
140643,Netbright,AU,Other,
140644,Skylark Network,BD,Other,
140645,GAAISHING INDUSTRIAL HOLDINGS LIMITED,HK,Other,
140646,ResetData Pty Ltd,AU,Construction and Real Estate,Real Estate (Residential and/or Commercial)
140647,China Telecom,CN,Computer and Information Technology,
140648,China Telecom,CN,Computer and Information Technology,
140649,China Telecom,CN,Computer and Information Technology,
140650,China Telecom,CN,Computer and Information Technology,
140651,China Telecom,CN,Computer and Information Technology,
140652,China Telecom,CN,Computer and Information Technology,
140653,China Telecom,CN,Computer and Information Technology,
140654,China Telecom,CN,Computer and Information Technology,
140655,China Telecom,CN,Computer and Information Technology,
140656,China Telecom,CN,Computer and Information Technology,
140657,China Telecom,CN,Computer and Information Technology,
140658,Virtury Cloud Pakistan,PK,Service,
140659,"Vonet technology Co., Ltd.",KH,Computer and Information Technology,Internet Service Provider (ISP)
140660,Symphony Communication Public Company Limited for TC,TH,Education and Research,"Colleges, Universities, and Professional Schools"
140661,PSA Corporation Ltd,SG,"Freight, Shipment, and Postal Services",Other
140662,Renaissance Phuket Resort & Spa,TH,Computer and Information Technology,Internet Service Provider (ISP)
140663,Address Management Inc.,SC,"Retail Stores, Wholesale, and E-commerce Sites",Other
140665,KINECT LIMITED,PG,Computer and Information Technology,Internet Service Provider (ISP)
140666,Kaopu Cloud HK Limited,HK,Computer and Information Technology,Hosting and Cloud Provider
140667,Zaara Communication,BD,Computer and Information Technology,Internet Service Provider (ISP)
140668,Faster Communication,BD,Computer and Information Technology,
140669,Best Communication,BD,Other,
140670,PACT IT Solutions,AU,Construction and Real Estate,Real Estate (Residential and/or Commercial)
140671,Arriga International Limited,HK,Other,
140672,Lutheran Church of Australia,AU,Community Groups and Nonprofits,Churches and Religious Organizations
140673,Alvi Enterprise,BD,Computer and Information Technology,
140674,Octatech IT,BD,Computer and Information Technology,Hosting and Cloud Provider
140675,CodecCloud (HK) Limited,HK,Education and Research,
140676,Alphawest Services Pty Ltd,AU,Computer and Information Technology,
140677,Group8 Cyber Pte. Ltd.,SG,Computer and Information Technology,Software Development
140678,vHub Network,AU,Education and Research,"Colleges, Universities, and Professional Schools"
140679,Our School Ltd,NZ,Computer and Information Technology,Internet Service Provider (ISP)
140680,NRG Automation Ltd,NZ,Computer and Information Technology,
140681,AADVANCE INFOTECH,IN,Computer and Information Technology,
140682,S S Netconnection,BD,Computer and Information Technology,
140683,Starbow Ltd.,JP,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
140684,Bangladesh Internet Exchange Trust,BD,Computer and Information Technology,
140685,CHAPMAN TRIPP HOLDINGS LIMITED,NZ,Service,"Law, Business, and Consulting Services"
140686,Golden Myanmar United Telecom,MM,"Museums, Libraries, and Entertainment",Other
140687,I Seven,IN,Computer and Information Technology,Internet Service Provider (ISP)
140688,Fuzhou rock cloud technology co. LTD,CN,Computer and Information Technology,Software Development
140690,EGroup Protective Services Group Pty Ltd,AU,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
140691,Net Online,BD,Computer and Information Technology,
140692,Ghazni Traders,PK,"Media, Publishing, and Broadcasting",Online Informational Content
140693,The Walt Disney Company (HK) Ltd,HK,Service,"Law, Business, and Consulting Services"
140694,Northern Technology Solutions,AU,Computer and Information Technology,
140695,Bank of Bhutan Limited,BT,Finance and Insurance,Other
140696,IS PROS Limited,BD,Education and Research,Research and Development Organizations
140697,Lahore Express,PK,Computer and Information Technology,
140698,SKYLINE NETWORKS COMPANY LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
140699,Royal Thai Army,TH,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
140700,Pritty International (PVT.) Ltd,BD,Manufacturing,Other
140701,IDC Legend Corp.,JP,Computer and Information Technology,Internet Service Provider (ISP)
140702,Amtac Professional Services Pty Ltd,AU,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
140703,COMPUTERTALK PTY LTD,AU,Computer and Information Technology,
140705,Grasp Pharmaceuticals Ltd.,BD,Manufacturing,Chemical and Pharmaceutical Manufacturing
140706,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
140707,China Unicom,CN,Computer and Information Technology,
140708,Dermalog,PH,Computer and Information Technology,Internet Service Provider (ISP)
140709,Beijing Kaopu Cloud technology co. LTD,CN,Computer and Information Technology,
140710,NKH SOLUTION SDN BHD,MY,Other,
140711,Deshnet Broadband,BD,Construction and Real Estate,Buildings (Residential or Commercial)
140712,COX LINK IT,BD,Other,
140713,OZ MINERALS LTD,AU,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
140714,"Agilenaas Network Technology (Shanghai) Co,.Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
140715,KF Network Limited Corp.,PH,Computer and Information Technology,
140716,China Unicom,CN,Computer and Information Technology,
140717,China Unicom,CN,Computer and Information Technology,
140718,ENGIE PACIFIQUE INFORMATIQUE,NC,Manufacturing,Chemical and Pharmaceutical Manufacturing
140719,1cloudstar Pte Ltd,SG,Computer and Information Technology,
140720,China Unicom,CN,Computer and Information Technology,
140721,Fiber Connect (Private) Limited,PK,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
140722,Bureau of the Treasury,PH,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140723,"Huawei Technologies India Pvt Ltd.,",IN,Computer and Information Technology,Software Development
140724,RACT PTY LTD,AU,Finance and Insurance,Insurance Carriers and Agencies
140725,Thai Customs Department,TH,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140726,China Unicom,CN,Computer and Information Technology,
140727,National Centre for Information Technology,MV,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140728,Quantum Voice and Data,AU,Health Care Services,Hospitals and Medical Centers
140730,UNIVERSAL CUSTOMISED NETWORKING TECHNICAL SOLUTIONS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
140731,TOHU Public Internet,CN,Education and Research,
140732,THE INFINITY BROADBAND (PVT) LIMITED,PK,Computer and Information Technology,Internet Service Provider (ISP)
140733,Wujidun Network Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
140734,Watch Tower Bible and Tract Society of the Philippines,PH,Community Groups and Nonprofits,Churches and Religious Organizations
140735,St Peters Lutheran College,AU,Education and Research,Elementary and Secondary Schools
140736,Edge Data Centres Pty Ltd,AU,Computer and Information Technology,
140737,Viva social network Joint Stock Company,VN,Computer and Information Technology,
140738,VESNET JOINT STOCK COMPANY,VN,Service,"Law, Business, and Consulting Services"
140739,USDC TECHNOLOGY JSC,VN,Other,
140740,HA CUONG TRADING INVESTMENT COMPANY LIMITED,VN,"Freight, Shipment, and Postal Services",Other
140741,,VN,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140742,"Asia Soft Co., Ltd",VN,"Retail Stores, Wholesale, and E-commerce Sites",Other
140743,"HUNG CUONG DIGITAL TECHNOLOGY CO.,LTD",VN,"Retail Stores, Wholesale, and E-commerce Sites",
140744,Hanoi Technology and Equipment Joint Stock Company,VN,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140745,"VINTEK VIET NAM TECHNOLOGY TELECOM CO.,LTD",VN,Computer and Information Technology,Internet Service Provider (ISP)
140746,MCT Technology Solution Joint Stock Company,VN,"Retail Stores, Wholesale, and E-commerce Sites",
140747,Dong Nai Department of Information and Communications,VN,Computer and Information Technology,
140748,Vinh Long Department of Information and Communications,VN,Other,
140749,NSTECH VIET NAM JOINT STOCK COMPANY,VN,Computer and Information Technology,Software Development
140750,Network and Services Development Support Center - Viet Nam Telecommunications Authority,VN,Computer and Information Technology,Internet Service Provider (ISP)
140751,Information Technology and Communication Center of Binh Thuan Department of Information and Communications,VN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140752,Kien Phong Trading Service Telecommunication Company Limited,VN,Service,"Law, Business, and Consulting Services"
140753,Representative Office in Hanoi of Vinahost Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
140754,SPR Viet Nam Joint Stock Company,VN,Computer and Information Technology,
140755,,VN,"Retail Stores, Wholesale, and E-commerce Sites",
140756,SAIGON TELECOMMUNICATIONS TECHNOLOGY SOLUTIONS COMPANY,VN,Other,
140757,FISYS Company Limited,VN,Computer and Information Technology,Software Development
140758,Department of Information and Communications of Ca Mau Province,VN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140759,Department of Information and Communications of Dak Lak Province,VN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140760,INFINITY SOFTWARE CORPORATION,VN,Computer and Information Technology,Software Development
140761,ALLIEX VIETNAM JOINT STOCK COMPANY,VN,Computer and Information Technology,Other
140762,Vinh Railway Signalling - Telecom Joint Stock Company,VN,Computer and Information Technology,Internet Service Provider (ISP)
140763,ITEXPERT Viet Nam Joint Stock Company,VN,Other,
140764,CSD Group Technology JSC.,VN,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140765,VINANET Services Joint Stock Company,VN,Computer and Information Technology,
140766,FPT Smart Cloud Company Limited,VN,Computer and Information Technology,
140767,VINASOFT One Member Limited Company,VN,Computer and Information Technology,Software Development
140768,Binh Dinh Department of Information and Communications,VN,Other,
140769,INFORMATICS SOLUTION COMPANY LIMITED,VN,Computer and Information Technology,Software Development
140770,Digilife Vietnam Digital Services Company Limited,VN,Finance and Insurance,
140771,MXGROUP TECHNOLOGY JOINT STOCK COMPANY,VN,"Retail Stores, Wholesale, and E-commerce Sites",
140772,"MEITC CO.,LTD",VN,"Retail Stores, Wholesale, and E-commerce Sites",
